station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,add,lon,lat,open_ymd,close_ymd,e_status,e_sort
9981201,9980809,本町六丁目,,,99812,38,790-0811,,132.758473,33.853472,0000-00-00,0000-00-00,0,9981201
9981202,9981202,本町五丁目,,,99812,38,790-0811,,132.758853,33.851047,0000-00-00,0000-00-00,0,9981202
9981203,9981203,本町四丁目,,,99812,38,790-0811,,132.758789,33.847982,0000-00-00,0000-00-00,0,9981203
9981204,9981204,本町三丁目,,,99812,38,790-0811,,132.758853,33.84513,0000-00-00,0000-00-00,0,9981204
9981205,9980803,本町一丁目,,,99812,38,790-0067,,132.75877,33.84037679,0000-00-00,0000-00-00,0,9981205
9981206,9980802,南堀端,,,99812,38,790-0006,,132.761664,33.839213,0000-00-00,0000-00-00,0,9981206
9981216,9980501,松山市駅前,,,99812,38,790-0012,,132.762587,33.836148,0000-00-00,0000-00-00,0,9981216
9981401,1180160,窪川,,,99814,39,786-0013,,133.137285,33.212656,0000-00-00,0000-00-00,0,9981401
9981402,1180802,若井,,,99814,39,786-0068,,133.105937,33.18807,0000-00-00,0000-00-00,0,9981402
9981403,9981403,荷稲,,,99814,39,789-1705,,133.116316,33.132961,0000-00-00,0000-00-00,0,9981403
9981404,9981404,伊与喜,,,99814,39,789-1713,,133.098519,33.105169,0000-00-00,0000-00-00,0,9981404
9981405,9981405,土佐佐賀,,,99814,39,789-1723,,133.101517,33.080905,0000-00-00,0000-00-00,0,9981405
9981406,9981406,佐賀公園,,,99814,39,789-1723,,133.106582,33.064604,0000-00-00,0000-00-00,0,9981406
9981407,9981407,土佐白浜,,,99814,39,789-1725,,133.097452,33.05643,0000-00-00,0000-00-00,0,9981407
9981408,9981408,有井川,,,99814,39,789-1903,,133.071258,33.038914,0000-00-00,0000-00-00,0,9981408
9981409,9981409,土佐上川口,,,99814,39,789-1901,,133.056112,33.043013,0000-00-00,0000-00-00,0,9981409
9981410,9981410,海の王迎,,,99814,39,789-1901,,133.046482,33.040407,0000-00-00,0000-00-00,0,9981410
9981411,9981411,浮鞭,,,99814,39,789-1911,,133.029856,33.039516,0000-00-00,0000-00-00,0,9981411
9981412,9981412,土佐入野,,,99814,39,789-1931,,133.011636,33.023866,0000-00-00,0000-00-00,0,9981412
9981413,9981413,西大方,,,99814,39,789-1935,,132.986967,33.008912,0000-00-00,0000-00-00,0,9981413
9981414,9981414,古津賀,,,99814,39,787-0010,,132.962036,32.985744,0000-00-00,0000-00-00,0,9981414
9981415,9981415,中村,,,99814,39,787-0014,,132.943927,32.984641,0000-00-00,0000-00-00,0,9981415
9981501,9981415,中村,,,99815,39,787-0014,,132.943927,32.984641,0000-00-00,0000-00-00,0,9981501
9981502,9981502,具同,,,99815,39,787-0019,,132.915473,32.9794,0000-00-00,0000-00-00,0,9981502
9981503,9981503,国見,,,99815,39,787-0667,,132.883716,32.978932,0000-00-00,0000-00-00,0,9981503
9981504,9981504,有岡,,,99815,39,787-0771,,132.833077,32.961229,0000-00-00,0000-00-00,0,9981504
9981505,9981505,工業団地,,,99815,39,788-0000,,132.801931,32.95632,0000-00-00,0000-00-00,0,9981505
9981506,9981506,平田,,,99815,39,788-0783,,132.794977,32.955639,0000-00-00,0000-00-00,0,9981506
9981507,9981507,東宿毛,,,99815,39,788-0000,,132.728736,32.933673,0000-00-00,0000-00-00,0,9981507
9981508,9981508,宿毛,,,99815,39,788-0010,,132.71364,32.932534,0000-00-00,0000-00-00,0,9981508
9981601,1180129,後免,,,99816,39,783-0002,,133.645479,33.579245,0000-00-00,0000-00-00,0,9981601
9981602,9981602,後免町,,,99816,39,783-0000,,133.651415,33.57454,0000-00-00,0000-00-00,0,9981602
9981603,9981603,立田,,,99816,39,783-0091,,133.670627,33.57073,0000-00-00,0000-00-00,0,9981603
9981604,9981604,のいち,,,99816,39,781-5232,,133.698366,33.561649,0000-00-00,0000-00-00,0,9981604
9981605,9981605,よしかわ,,,99816,39,781-5242,,133.710352,33.546089,0000-00-00,0000-00-00,0,9981605
9981606,9981606,あかおか,,,99816,39,781-5310,,133.721859,33.539893,0000-00-00,0000-00-00,0,9981606
9981607,9981607,香我美,,,99816,39,781-5331,,133.73723,33.539152,0000-00-00,0000-00-00,0,9981607
9981608,9981608,夜須,,,99816,39,781-5602,,133.754506,33.534347,0000-00-00,0000-00-00,0,9981608
9981609,9981609,西分,,,99816,39,781-5703,,133.790772,33.518015,0000-00-00,0000-00-00,0,9981609
9981610,9981610,和食,,,99816,39,781-5701,,133.809739,33.51784,0000-00-00,0000-00-00,0,9981610
9981611,9981611,赤野,,,99816,39,784-0034,,133.825026,33.516,0000-00-00,0000-00-00,0,9981611
9981612,9981612,穴内,,,99816,39,784-0032,,133.864204,33.506069,0000-00-00,0000-00-00,0,9981612
9981613,9981613,球場前,,,99816,39,784-0026,,133.891265,33.502635,0000-00-00,0000-00-00,0,9981613
9981614,9981614,安芸,,,99816,39,784-0010,,133.906538,33.504738,0000-00-00,0000-00-00,0,9981614
9981615,9981615,伊尾木,,,99816,39,784-0045,,133.929158,33.490952,0000-00-00,0000-00-00,0,9981615
9981616,9981616,下山,,,99816,39,784-0046,,133.94837,33.458267,0000-00-00,0000-00-00,0,9981616
9981617,9981617,唐浜,,,99816,39,781-6422,,133.966263,33.446036,0000-00-00,0000-00-00,0,9981617
9981618,9981618,安田,,,99816,39,781-6423,,133.984151,33.443359,0000-00-00,0000-00-00,0,9981618
9981619,9981619,田野,,,99816,39,781-6410,,134.008207,33.4303,0000-00-00,0000-00-00,0,9981619
9981620,9981620,奈半利,,,99816,39,781-6400,,134.018269,33.425187,0000-00-00,0000-00-00,0,9981620
9981701,9981602,後免町,,,99817,39,783-0000,,133.650227,33.574403,0000-00-00,0000-00-00,0,9981701
9981702,9981702,後免東町,,,99817,39,783-0011,,133.648137,33.574526,0000-00-00,0000-00-00,0,9981702
9981703,9981703,後免中町,,,99817,39,783-0011,,133.645527,33.575548,0000-00-00,0000-00-00,0,9981703
9981704,9981704,後免西町,,,99817,39,783-0001,,133.642652,33.575869,0000-00-00,0000-00-00,0,9981704
9981705,9981705,東工業前,,,99817,39,783-0006,,133.638446,33.576442,0000-00-00,0000-00-00,0,9981705
9981706,9981706,住吉通,,,99817,39,783-0000,,133.636515,33.576656,0000-00-00,0000-00-00,0,9981706
9981707,9981707,篠原,,,99817,39,783-0000,,133.631022,33.577228,0000-00-00,0000-00-00,0,9981707
9981708,9981708,小篭通,,,99817,39,783-0000,,133.625786,33.57637,0000-00-00,0000-00-00,0,9981708
9981709,9981709,長崎,,,99817,39,780-0000,,133.620722,33.575119,0000-00-00,0000-00-00,0,9981709
9981710,9981710,明見橋,,,99817,39,780-0000,,133.617589,33.574582,0000-00-00,0000-00-00,0,9981710
9981711,1180130,一条橋,,,99817,39,780-0000,,133.613802,33.574833,0000-00-00,0000-00-00,0,9981711
9981712,9981712,清和学園前,,,99817,39,780-0000,,133.61244,33.57502,0000-00-00,0000-00-00,0,9981712
9981713,9981713,領石通,,,99817,39,780-0000,,133.607805,33.574332,0000-00-00,0000-00-00,0,9981713
9981714,9981714,北浦,,,99817,39,780-0000,,133.603728,33.57376,0000-00-00,0000-00-00,0,9981714
9981715,9981715,舟戸,,,99817,39,780-0000,,133.599522,33.570613,0000-00-00,0000-00-00,0,9981715
9981716,9981716,鹿児,,,99817,39,780-0000,,133.597033,33.567216,0000-00-00,0000-00-00,0,9981716
9981717,9981717,田辺島通,,,99817,39,780-0000,,133.593214,33.566644,0000-00-00,0000-00-00,0,9981717
9981718,9981718,東新木,,,99817,39,781-8123,,133.589609,33.564141,0000-00-00,0000-00-00,0,9981718
9981719,9981719,新木,,,99817,39,781-8103,,133.586948,33.562568,0000-00-00,0000-00-00,0,9981719
9981720,9981720,介良通,,,99817,39,781-8123,,133.583386,33.560243,0000-00-00,0000-00-00,0,9981720
9981721,9981721,文珠通,,,99817,39,781-8123,,133.579524,33.559421,0000-00-00,0000-00-00,0,9981721
9981722,9981722,高須,,,99817,39,781-8123,,133.576691,33.559349,0000-00-00,0000-00-00,0,9981722
9981723,9981723,県立美術館通,,,99817,39,781-8122,,133.575618,33.559134,0000-00-00,0000-00-00,0,9981723
9981724,9981724,西高須,,,99817,39,781-8123,,133.573129,33.558348,0000-00-00,0000-00-00,0,9981724
9981725,9981725,葛島橋東詰,,,99817,39,781-8123,,133.569739,33.557024,0000-00-00,0000-00-00,0,9981725
9981726,9981726,知寄町三丁目,,,99817,39,780-0806,,133.565168,33.557597,0000-00-00,0000-00-00,0,9981726
9981727,9981727,知寄町,,,99817,39,780-0806,,133.561757,33.557883,0000-00-00,0000-00-00,0,9981727
9981728,9981728,知寄町二丁目,,,99817,39,780-0806,,133.55989,33.558097,0000-00-00,0000-00-00,0,9981728
9981729,9981729,知寄町一丁目,,,99817,39,780-0806,,133.556693,33.558419,0000-00-00,0000-00-00,0,9981729
9981730,9981730,宝永町,,,99817,39,780-0818,,133.55371,33.558777,0000-00-00,0000-00-00,0,9981730
9981731,9981731,菜園場町,,,99817,39,780-0823,,133.548625,33.559063,0000-00-00,0000-00-00,0,9981731
9981732,9981732,デンテツターミナルビル前,,,99817,39,780-0822,,133.545964,33.55926,0000-00-00,0000-00-00,0,9981732
9981733,9981733,はりまや橋,,,99817,39,780-0822,,133.542852,33.559617,0000-00-00,0000-00-00,0,9981733
9981801,9981733,はりまや橋,,,99818,39,780-0822,,133.542852,33.559617,0000-00-00,0000-00-00,0,9981801
9981802,9981802,堀詰,,,99818,39,780-0870,,133.539441,33.559546,0000-00-00,0000-00-00,0,9981802
9981803,9981803,大橋通,,,99818,39,780-0870,,133.536415,33.558974,0000-00-00,0000-00-00,0,9981803
9981804,9981804,高知城前,,,99818,39,780-0870,,133.534248,33.558491,0000-00-00,0000-00-00,0,9981804
9981805,9981805,県庁前,,,99818,39,780-0870,,133.531222,33.55799,0000-00-00,0000-00-00,0,9981805
9981806,9981806,グランド通,,,99818,39,780-0870,,133.529356,33.55774,0000-00-00,0000-00-00,0,9981806
9981807,9981807,枡形,,,99818,39,780-0861,,133.527145,33.557382,0000-00-00,0000-00-00,0,9981807
9981808,9981808,上町一丁目,,,99818,39,780-0901,,133.525107,33.557489,0000-00-00,0000-00-00,0,9981808
9981809,9981809,上町二丁目,,,99818,39,780-0901,,133.522897,33.557382,0000-00-00,0000-00-00,0,9981809
9981810,9981810,上町四丁目,,,99818,39,780-0901,,133.519657,33.557382,0000-00-00,0000-00-00,0,9981810
9981811,9981811,上町五丁目,,,99818,39,780-0901,,133.516674,33.557275,0000-00-00,0000-00-00,0,9981811
9981812,9981812,旭町一丁目,,,99818,39,780-0935,,133.51352,33.556774,0000-00-00,0000-00-00,0,9981812
9981813,9981813,旭駅前通,,,99818,39,780-0935,,133.509636,33.555987,0000-00-00,0000-00-00,0,9981813
9981814,9981814,旭町三丁目,,,99818,39,780-0935,,133.506482,33.555701,0000-00-00,0000-00-00,0,9981814
9981815,9981815,蛍橋,,,99818,39,780-0935,,133.502641,33.555487,0000-00-00,0000-00-00,0,9981815
9981816,9981816,鏡川橋,,,99818,39,780-0945,,133.498456,33.555665,0000-00-00,0000-00-00,0,9981816
9981817,9981817,鴨部,,,99818,39,780-8071,,133.497276,33.552232,0000-00-00,0000-00-00,0,9981817
9981818,9981818,曙町東町,,,99818,39,780-8062,,133.493307,33.551624,0000-00-00,0000-00-00,0,9981818
9981819,9981819,曙町,,,99818,39,780-8062,,133.490946,33.551159,0000-00-00,0000-00-00,0,9981819
9981820,9981820,朝倉,,,99818,39,780-8063,,133.488157,33.550712,0000-00-00,0000-00-00,0,9981820
9981821,1180139,朝倉駅前,,,99818,39,780-0000,,133.484294,33.551141,0000-00-00,0000-00-00,0,9981821
9981822,9981822,朝倉神社前,,,99818,39,780-0000,,133.481097,33.551892,0000-00-00,0000-00-00,0,9981822
9981823,9981823,宮の奥,,,99818,39,780-0000,,133.475883,33.552357,0000-00-00,0000-00-00,0,9981823
9981824,9981824,咥内,,,99818,39,780-0000,,133.470454,33.552393,0000-00-00,0000-00-00,0,9981824
9981825,9981825,宇治団地前,,,99818,39,781-2120,,133.461227,33.551928,0000-00-00,0000-00-00,0,9981825
9981826,9981826,八代通,,,99818,39,781-2120,,133.456399,33.552214,0000-00-00,0000-00-00,0,9981826
9981827,9981827,中山,,,99818,39,781-2120,,133.452644,33.551857,0000-00-00,0000-00-00,0,9981827
9981828,1180140,枝川,,,99818,39,781-2120,,133.449404,33.551463,0000-00-00,0000-00-00,0,9981828
9981829,9981829,伊野商業前,,,99818,39,781-2100,,133.444362,33.550569,0000-00-00,0000-00-00,0,9981829
9981834,9981834,北内,,,99818,39,781-2100,,133.441336,33.549961,0000-00-00,0000-00-00,0,9981829
9981830,9981830,北山,,,99818,39,781-2100,,133.438504,33.549425,0000-00-00,0000-00-00,0,9981830
9981831,9981831,鳴谷,,,99818,39,781-2108,,133.433032,33.548852,0000-00-00,0000-00-00,0,9981831
9981832,1180141,伊野駅前,,,99818,39,781-2100,,133.429663,33.548602,0000-00-00,0000-00-00,0,9981832
9981833,9981833,伊野,,,99818,39,781-2100,,133.428397,33.548602,0000-00-00,0000-00-00,0,9981833
9981901,1180134,高知駅前,,,99819,39,780-0056,,133.543606,33.56653,0000-00-00,0000-00-00,0,9981901
9981902,9981902,高知橋,,,99819,39,780-0053,,133.543442,33.564284,0000-00-00,0000-00-00,0,9981902
9981903,9981903,蓮池町通,,,99819,39,780-0822,,133.543035,33.561066,0000-00-00,0000-00-00,0,9981903
9981904,9981733,はりまや橋,,,99819,39,780-0822,,133.542852,33.559617,0000-00-00,0000-00-00,0,9981904
9981905,9981905,梅の辻,,,99819,39,780-8011,,133.543485,33.554181,0000-00-00,0000-00-00,0,9981905
9981906,9981906,桟橋通一丁目,,,99819,39,780-8010,,133.545352,33.55157,0000-00-00,0000-00-00,0,9981906
9981907,9981907,桟橋通二丁目,,,99819,39,780-8010,,133.546886,33.549156,0000-00-00,0000-00-00,0,9981907
9981908,9981908,桟橋通三丁目,,,99819,39,780-8010,,133.548303,33.547082,0000-00-00,0000-00-00,0,9981908
9981909,9981909,桟橋通四丁目,,,99819,39,780-8010,,133.549933,33.544668,0000-00-00,0000-00-00,0,9981909
9981910,9981910,桟橋車庫前,,,99819,39,780-8010,,133.552315,33.541073,0000-00-00,0000-00-00,0,9981910
9981911,9981911,桟橋通五丁目,,,99819,39,780-8010,,133.552938,33.540286,0000-00-00,0000-00-00,0,9981911
9990101,1190313,基山,,,99901,41,841-0201,,130.532537,33.420815,0000-00-00,0000-00-00,0,9990101
9990102,9990102,立野,,,99901,41,841-0202,,130.539573,33.412412,0000-00-00,0000-00-00,0,9990102
9990103,3600120,小郡,,,99901,40,838-0141,,130.552994,33.397555,0000-00-00,0000-00-00,0,9990103
9990104,9990104,大板井,,,99901,40,838-0142,,130.560727,33.398452,0000-00-00,0000-00-00,0,9990104
9990105,9990105,松崎,,,99901,40,838-0122,,130.582047,33.399654,0000-00-00,0000-00-00,0,9990105
9990106,9990106,今隈,,,99901,40,838-0113,,130.594426,33.404237,0000-00-00,0000-00-00,0,9990106
9990107,9990107,西太刀洗,,,99901,40,830-1221,,130.599153,33.40774,0000-00-00,0000-00-00,0,9990107
9990108,9990108,山隈,,,99901,40,838-0823,,130.609964,33.414076,0000-00-00,0000-00-00,0,9990108
9990109,9990109,太刀洗,,,99901,40,838-0814,,130.618768,33.413868,0000-00-00,0000-00-00,0,9990109
9990110,9990110,高田,,,99901,40,838-0814,,130.63402,33.414218,0000-00-00,0000-00-00,0,9990110
9990111,3600312,甘木,,,99901,40,838-0068,,130.653325,33.419295,0000-00-00,0000-00-00,0,9990111
9990201,1191108,直方,,,99902,40,822-0034,,130.725015,33.747461,0000-00-00,0000-00-00,0,9990201
9990202,9990202,南直方御殿口,,,99902,40,822-0016,,130.724903,33.738729,0000-00-00,0000-00-00,0,9990202
9990203,9990203,あかぢ,,,99902,40,820-1102,,130.72455,33.727366,0000-00-00,0000-00-00,0,9990203
9990204,9990204,藤棚,,,99902,40,822-0007,,130.735291,33.722017,0000-00-00,0000-00-00,0,9990204
9990205,9990205,中泉,,,99902,40,822-0011,,130.742871,33.720992,0000-00-00,0000-00-00,0,9990205
9990206,9990206,市場,,,99902,40,822-1103,,130.759328,33.708074,0000-00-00,0000-00-00,0,9990206
9990207,9990207,ふれあい生力,,,99902,40,822-1101,,130.765567,33.700112,0000-00-00,0000-00-00,0,9990207
9990208,9990208,赤池,,,99902,40,822-1101,,130.768675,33.69206,0000-00-00,0000-00-00,0,9990208
9990209,9990209,人見,,,99902,40,822-1201,,130.771105,33.687316,0000-00-00,0000-00-00,0,9990209
9990210,9990210,金田,,,99902,40,822-1201,,130.776491,33.682805,0000-00-00,0000-00-00,0,9990210
9990211,9990211,上金田,,,99902,40,822-1201,,130.789172,33.672435,0000-00-00,0000-00-00,0,9990211
9990212,9990212,糒,,,99902,40,825-0005,,130.799177,33.664744,0000-00-00,0000-00-00,0,9990212
9990213,9990213,田川市立病院,,,99902,40,825-0005,,130.802697,33.660436,0000-00-00,0000-00-00,0,9990213
9990214,9990214,下伊田,,,99902,40,825-0002,,130.807016,33.651965,0000-00-00,0000-00-00,0,9990214
9990215,1191413,田川伊田,,,99902,40,825-0002,,130.817688,33.642046,0000-00-00,0000-00-00,0,9990215
9990301,9990210,金田,,,99903,40,822-1201,,130.776491,33.682805,0000-00-00,0000-00-00,0,9990301
9990302,9990302,豊前大熊,,,99903,40,822-1300,,130.780387,33.672646,0000-00-00,0000-00-00,0,9990302
9990303,9990303,松山,,,99903,40,822-1300,,130.780537,33.668496,0000-00-00,0000-00-00,0,9990303
9990304,9990304,糸田,,,99903,40,822-1300,,130.785773,33.656481,0000-00-00,0000-00-00,0,9990304
9990305,9990305,大藪,,,99903,40,826-0042,,130.797642,33.64712,0000-00-00,0000-00-00,0,9990305
9990306,1191414,田川後藤寺,,,99903,40,826-0043,,130.800232,33.630294,0000-00-00,0000-00-00,0,9990306
9990401,1191413,田川伊田,,,99904,40,825-0002,,130.817688,33.642046,0000-00-00,0000-00-00,0,9990401
9990402,9990402,上伊田,,,99904,40,825-0002,,130.83017,33.648079,0000-00-00,0000-00-00,0,9990402
9990403,9990403,勾金,,,99904,40,822-1405,,130.841939,33.651568,0000-00-00,0000-00-00,0,9990403
9990404,9990404,柿下温泉口,,,99904,40,822-1404,,130.854116,33.651593,0000-00-00,0000-00-00,0,9990404
9990405,9990405,内田,,,99904,40,824-0432,,130.864302,33.637367,0000-00-00,0000-00-00,0,9990405
9990406,9990406,赤,,,99904,40,824-0432,,130.871827,33.617703,0000-00-00,0000-00-00,0,9990406
9990407,9990407,油須原,,,99904,40,824-0431,,130.884384,33.612765,0000-00-00,0000-00-00,0,9990407
9990408,9990408,源じいの森,,,99904,40,824-0431,,130.895972,33.616179,0000-00-00,0000-00-00,0,9990408
9990409,9990409,崎山,,,99904,40,824-0224,,130.917903,33.636285,0000-00-00,0000-00-00,0,9990409
9990410,9990410,犀川,,,99904,40,824-0231,,130.939337,33.650689,0000-00-00,0000-00-00,0,9990410
9990411,9990411,東犀川三四郎,,,99904,40,824-0203,,130.948966,33.661385,0000-00-00,0000-00-00,0,9990411
9990412,9990412,新豊津,,,99904,40,824-0122,,130.963987,33.679717,0000-00-00,0000-00-00,0,9990412
9990413,9990413,豊津,,,99904,40,824-0037,,130.962984,33.687505,0000-00-00,0000-00-00,0,9990413
9990414,9990414,今川河童,,,99904,40,824-0043,,130.965517,33.702983,0000-00-00,0000-00-00,0,9990414
9990415,9990415,美夜古泉,,,99904,40,824-0000,,130.969052,33.709108,0000-00-00,0000-00-00,0,9990415
9990417,9990417,令和コスタ行橋,,,99904,40,824-0038,,130.973278,33.716389,2019-08-24,0000-00-00,0,9990415
9990416,1190613,行橋,,,99904,40,824-0031,,130.970313,33.72835,0000-00-00,0000-00-00,0,9990416
9990501,9990501,福岡空港,,,99905,40,812-0003,,130.448501,33.59718,0000-00-00,0000-00-00,0,9990501
9990502,9990502,東比恵,,,99905,40,812-0007,,130.43128,33.589958,0000-00-00,0000-00-00,0,9990502
9990503,1190101,博多,,,99905,40,812-0012,,130.42085,33.590204,0000-00-00,0000-00-00,0,9990503
9990504,9990504,祇園,,,99905,40,812-0037,,130.414614,33.594124,0000-00-00,0000-00-00,0,9990504
9990505,9990505,中洲川端,,,99905,40,812-0026,,130.406418,33.594749,0000-00-00,0000-00-00,0,9990505
9990506,9990506,天神,,,99905,40,810-0001,,130.39906,33.591346,0000-00-00,0000-00-00,0,9990506
9990507,9990507,赤坂,,,99905,40,810-0042,,130.391005,33.589124,0000-00-00,0000-00-00,0,9990507
9990508,9990508,大濠公園,,,99905,40,810-0074,,130.378784,33.589957,0000-00-00,0000-00-00,0,9990508
9990509,9990509,唐人町,,,99905,40,810-0063,,130.370451,33.590235,0000-00-00,0000-00-00,0,9990509
9990510,9990510,西新,,,99905,40,814-0002,,130.359619,33.583846,0000-00-00,0000-00-00,0,9990510
9990511,9990511,藤崎,,,99905,40,814-0006,,130.348231,33.581347,0000-00-00,0000-00-00,0,9990511
9990512,9990512,室見,,,99905,40,814-0015,,130.340176,33.581069,0000-00-00,0000-00-00,0,9990512
9990513,1190901,姪浜,,,99905,40,819-0002,,130.32521,33.583764,0000-00-00,0000-00-00,0,9990513
9990601,9990505,中洲川端,,,99906,40,812-0026,,130.406418,33.594749,0000-00-00,0000-00-00,0,9990601
9990602,9990602,呉服町,,,99906,40,812-0024,,130.409892,33.59829,0000-00-00,0000-00-00,0,9990602
9990603,9990603,千代県庁口,,,99906,40,812-0044,,130.414336,33.602456,0000-00-00,0000-00-00,0,9990603
9990604,9990604,馬出九大病院前,,,99906,40,812-0054,,130.419336,33.6094,0000-00-00,0000-00-00,0,9990604
9990605,9990605,箱崎宮前,,,99906,40,812-0054,,130.419613,33.615788,0000-00-00,0000-00-00,0,9990605
9990606,9990606,箱崎九大前,,,99906,40,812-0053,,130.421002,33.622177,0000-00-00,0000-00-00,0,9990606
9990607,3600401,貝塚,,,99906,40,812-0053,,130.425612,33.632906,0000-00-00,0000-00-00,0,9990607
9990701,9990701,橋本,,,99907,40,819-0031,,130.321064,33.555205,0000-00-00,0000-00-00,0,9990701
9990702,9990702,次郎丸,,,99907,40,814-0165,,130.329538,33.552497,0000-00-00,0000-00-00,0,9990702
9990703,9990703,賀茂,,,99907,40,814-0164,,130.337879,33.55048,0000-00-00,0000-00-00,0,9990703
9990704,9990704,野芥,,,99907,40,814-0171,,130.347007,33.548111,0000-00-00,0000-00-00,0,9990704
9990705,9990705,梅林,,,99907,40,814-0172,,130.35494,33.545806,0000-00-00,0000-00-00,0,9990705
9990706,9990706,福大前,,,99907,40,814-0133,,130.362228,33.54747,0000-00-00,0000-00-00,0,9990706
9990707,9990707,七隈,,,99907,40,814-0133,,130.361628,33.552819,0000-00-00,0000-00-00,0,9990707
9990708,9990708,金山,,,99907,40,814-0114,,130.361561,33.559371,0000-00-00,0000-00-00,0,9990708
9990709,9990709,茶山,,,99907,40,814-0111,,130.36543,33.566065,0000-00-00,0000-00-00,0,9990709
9990710,9990710,別府,,,99907,40,814-0104,,130.369629,33.57417,0000-00-00,0000-00-00,0,9990710
9990711,9990711,六本松,,,99907,40,810-0044,,130.377287,33.577678,0000-00-00,0000-00-00,0,9990711
9990712,9990712,桜坂,,,99907,40,810-0024,,130.386819,33.577292,0000-00-00,0000-00-00,0,9990712
9990713,9990713,薬院大通,,,99907,40,810-0022,,130.396158,33.580406,0000-00-00,0000-00-00,0,9990713
9990714,3600102,薬院,,,99907,40,810-0004,,130.401878,33.581747,0000-00-00,0000-00-00,0,9990714
9990715,9990715,渡辺通,,,99907,40,810-0004,,130.404843,33.583969,0000-00-00,0000-00-00,0,9990715
9990716,9990716,天神南,,,99907,40,810-0004,,130.401727,33.588197,0000-00-00,0000-00-00,0,9990716
9990801,1190205,小倉,,,99908,40,802-0001,,130.882141,33.88674,0000-00-00,0000-00-00,0,9990801
9990802,9990802,平和通,,,99908,40,802-0006,,130.881246,33.883159,0000-00-00,0000-00-00,0,9990802
9990803,9990803,旦過,,,99908,40,802-0006,,130.880194,33.880623,0000-00-00,0000-00-00,0,9990803
9990804,9990804,香春口三萩野,,,99908,40,802-0084,,130.880563,33.873174,0000-00-00,0000-00-00,0,9990804
9990805,9990805,片野,,,99908,40,802-0072,,130.880039,33.865511,0000-00-00,0000-00-00,0,9990805
9990806,9990806,城野,,,99908,40,802-0801,,130.879601,33.858398,0000-00-00,0000-00-00,0,9990806
9990807,9990807,北方,,,99908,40,802-0841,,130.878039,33.84908,0000-00-00,0000-00-00,0,9990807
9990808,9990808,競馬場前,,,99908,40,802-0841,,130.876526,33.842878,0000-00-00,0000-00-00,0,9990808
9990809,9990809,守恒,,,99908,40,802-0971,,130.87287,33.836648,0000-00-00,0000-00-00,0,9990809
9990810,9990810,徳力公団前,,,99908,40,802-0974,,130.867554,33.830421,0000-00-00,0000-00-00,0,9990810
9990811,9990811,徳力嵐山口,,,99908,40,802-0974,,130.863694,33.824744,0000-00-00,0000-00-00,0,9990811
9990812,9990812,志井,,,99908,40,802-0985,,130.871345,33.822556,0000-00-00,0000-00-00,0,9990812
9990813,9990813,企救丘,,,99908,40,802-0981,,130.877532,33.819708,0000-00-00,0000-00-00,0,9990813
9990901,1190212,黒崎駅前,,,99909,40,806-0021,,130.765459,33.86644,0000-00-00,0000-00-00,0,9990901
9990902,9990902,西黒崎,,,99909,40,806-0021,,130.761418,33.866309,0000-00-00,0000-00-00,0,9990902
9990903,9990903,熊西,,,99909,40,806-0031,,130.757902,33.866101,0000-00-00,0000-00-00,0,9990903
9990904,9990904,萩原,,,99909,40,806-0059,,130.749186,33.861173,0000-00-00,0000-00-00,0,9990904
9990905,9990905,穴生,,,99909,40,806-0049,,130.744942,33.857352,0000-00-00,0000-00-00,0,9990905
9990906,9990906,森下,,,99909,40,806-0046,,130.741092,33.853885,0000-00-00,0000-00-00,0,9990906
9990907,9990907,今池,,,99909,40,807-0846,,130.739582,33.845258,0000-00-00,0000-00-00,0,9990907
9990908,9990908,永犬丸,,,99909,40,807-0846,,130.738071,33.838865,0000-00-00,0000-00-00,0,9990908
9990909,9990909,三ヶ森,,,99909,40,807-0843,,130.735982,33.834776,0000-00-00,0000-00-00,0,9990909
9990910,9990910,西山,,,99909,40,807-0844,,130.732274,33.829393,0000-00-00,0000-00-00,0,9990910
9990911,9990911,通谷,,,99909,40,809-0015,,130.726978,33.822994,0000-00-00,0000-00-00,0,9990911
9990912,9990912,東中間,,,99909,40,809-0034,,130.721317,33.820019,0000-00-00,0000-00-00,0,9990912
9990913,9990913,筑豊中間,,,99909,40,809-0034,,130.716562,33.816647,0000-00-00,0000-00-00,0,9990913
9990914,9990914,希望が丘高校前,,,99909,40,809-0033,,130.71151,33.808681,0000-00-00,0000-00-00,0,9990914
9990915,9990915,筑豊香月,,,99909,40,807-1152,,130.719099,33.799502,0000-00-00,0000-00-00,0,9990915
9990916,9990916,楠橋,,,99909,40,807-1146,,130.724523,33.789259,0000-00-00,0000-00-00,0,9990916
9990917,9990917,新木屋瀬,,,99909,40,807-1261,,130.724493,33.783468,0000-00-00,0000-00-00,0,9990917
9990918,9990918,木屋瀬,,,99909,40,807-1261,,130.724957,33.778483,0000-00-00,0000-00-00,0,9990918
9990919,9990919,遠賀野,,,99909,40,822-0001,,130.730959,33.768628,0000-00-00,0000-00-00,0,9990919
9990920,9990920,感田,,,99909,40,822-0001,,130.733137,33.758799,0000-00-00,0000-00-00,0,9990920
9990921,9990921,筑豊直方,,,99909,40,822-0022,,130.726299,33.753499,0000-00-00,0000-00-00,0,9990921
